code,description,subcategory,category,commoncat
c7a,malignant neuroendocrine tumors,malignant neuroendocrine tumors,neoplasms (c00-d49),neoplasms
c7b,secondary neuroendocrine tumors,secondary neuroendocrine tumors,neoplasms (c00-d49),neoplasms
c76,malignant neoplasm of other and ill-defined sites,"malignant neoplasms of ill-defined, other secondary and unspecified sites",neoplasms (c00-d49),neoplasms
c77,secondary and unspecified malignant neoplasm of lymph nodes,"malignant neoplasms of ill-defined, other secondary and unspecified sites",neoplasms (c00-d49),neoplasms
c78,secondary malignant neoplasm of respiratory and digestive organs,"malignant neoplasms of ill-defined, other secondary and unspecified sites",neoplasms (c00-d49),neoplasms
c79,secondary malignant neoplasm of other and unspecified sites,"malignant neoplasms of ill-defined, other secondary and unspecified sites",neoplasms (c00-d49),neoplasms
c80,malignant neoplasm without specification of site,"malignant neoplasms of ill-defined, other secondary and unspecified sites",neoplasms (c00-d49),neoplasms
c81,hodgkin lymphoma,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c82,follicular lymphoma,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c83,non-follicular lymphoma,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c84,mature t/nk-cell lymphomas,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c85,other specified and unspecified types of non-hodgkin lymphoma,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c86,other specified types of t/nk-cell lymphoma,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c88,malignant immunoproliferative diseases and certain other b-cell lymphomas,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c90,multiple myeloma and malignant plasma cell neoplasms,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c91,lymphoid leukemia,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c92,myeloid leukemia,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c93,monocytic leukemia,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c94,other leukemias of specified cell type,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c95,leukemia of unspecified cell type,"malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
c96,"other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue","malignant neoplasms of lymphoid, hematopoietic and related tissue",neoplasms (c00-d49),neoplasms
d00,"carcinoma in situ of oral cavity, esophagus and stomach",in situ neoplasms,neoplasms (c00-d49),neoplasms
d01,carcinoma in situ of other and unspecified digestive organs,in situ neoplasms,neoplasms (c00-d49),neoplasms
d02,carcinoma in situ of middle ear and respiratory system,in situ neoplasms,neoplasms (c00-d49),neoplasms
d03,melanoma in situ,in situ neoplasms,neoplasms (c00-d49),neoplasms
d04,carcinoma in situ of skin,in situ neoplasms,neoplasms (c00-d49),neoplasms
d05,carcinoma in situ of breast,in situ neoplasms,neoplasms (c00-d49),neoplasms
d06,carcinoma in situ of cervix uteri,in situ neoplasms,neoplasms (c00-d49),neoplasms
d07,carcinoma in situ of other and unspecified genital organs,in situ neoplasms,neoplasms (c00-d49),neoplasms
d09,carcinoma in situ of other and unspecified sites,in situ neoplasms,neoplasms (c00-d49),neoplasms
d10,benign neoplasm of mouth and pharynx,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d11,benign neoplasm of major salivary glands,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d12,"benign neoplasm of colon, rectum, anus and anal canal","benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d13,benign neoplasm of other and ill-defined parts of digestive system,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d14,benign neoplasm of middle ear and respiratory system,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d15,benign neoplasm of other and unspecified intrathoracic organs,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d16,benign neoplasm of bone and articular cartilage,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d17,benign lipomatous neoplasm,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d18,"hemangioma and lymphangioma, any site","benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d19,benign neoplasm of mesothelial tissue,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d20,benign neoplasm of soft tissue of retroperitoneum and peritoneum,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d21,other benign neoplasms of connective and other soft tissue,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d22,melanocytic nevi,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d23,other benign neoplasms of skin,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d24,benign neoplasm of breast,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d25,leiomyoma of uterus,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d26,other benign neoplasms of uterus,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d27,benign neoplasm of ovary,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d28,benign neoplasm of other and unspecified female genital organs,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d29,benign neoplasm of male genital organs,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d30,benign neoplasm of urinary organs,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d31,benign neoplasm of eye and adnexa,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d32,benign neoplasm of meninges,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d33,benign neoplasm of brain and other parts of central nervous system,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d34,benign neoplasm of thyroid gland,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d35,benign neoplasm of other and unspecified endocrine glands,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d36,benign neoplasm of other and unspecified sites,"benign neoplasms, except benign neuroendocrine tumors",neoplasms (c00-d49),neoplasms
d3a,benign neuroendocrine tumors,benign neuroendocrine tumors,neoplasms (c00-d49),neoplasms
d37,neoplasm of uncertain behavior of oral cavity and digestive organs,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d38,neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d39,neoplasm of uncertain behavior of female genital organs,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d40,neoplasm of uncertain behavior of male genital organs,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d41,neoplasm of uncertain behavior of urinary organs,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d42,neoplasm of uncertain behavior of meninges,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d43,neoplasm of uncertain behavior of brain and central nervous system,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d44,neoplasm of uncertain behavior of endocrine glands,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d45,polycythemia vera,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d46,myelodysplastic syndromes,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d47,"other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue","neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d48,neoplasm of uncertain behavior of other and unspecified sites,"neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes",neoplasms (c00-d49),neoplasms
d49,neoplasms of unspecified behavior,neoplasms of unspecified behavior,neoplasms (c00-d49),neoplasms
d50,iron deficiency anemia,nutritional anemias,diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (d50-,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
