code,description,category,subcategory,commoncat
274,gout,"endocrine, nutritional and metabolic diseases and immunity disorders",other metabolic disorders and immunity disorders,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
275,disorders of mineral metabolism,"endocrine, nutritional and metabolic diseases and immunity disorders",other metabolic disorders and immunity disorders,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
276,"disorders of fluid, electrolyte and acid-base balance","endocrine, nutritional and metabolic diseases and immunity disorders",other metabolic disorders and immunity disorders,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
277,other and unspecified disorders of metabolism,"endocrine, nutritional and metabolic diseases and immunity disorders",other metabolic disorders and immunity disorders,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
278,obesity and other hyperalimentation,"endocrine, nutritional and metabolic diseases and immunity disorders",other metabolic disorders and immunity disorders,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
279,disorders involving the immune mechanism,"endocrine, nutritional and metabolic diseases and immunity disorders",other metabolic disorders and immunity disorders,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
280,iron deficiency anaemias,diseases of the blood and blood forming organs,diseases of blood and blood forming organs,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
281,other deficiency anaemias,diseases of the blood and blood forming organs,diseases of blood and blood forming organs,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
282,hereditary haemolytic anaemias,diseases of the blood and blood forming organs,diseases of blood and blood forming organs,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
283,acquired haemolytic anaemias,diseases of the blood and blood forming organs,diseases of blood and blood forming organs,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
284,aplastic anaemia,diseases of the blood and blood forming organs,diseases of blood and blood forming organs,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
285,other and unspecified anaemias,diseases of the blood and blood forming organs,diseases of blood and blood forming organs,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
286,coagulation defects,diseases of the blood and blood forming organs,diseases of blood and blood forming organs,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
287,purpura and other haemorrhagic conditions,diseases of the blood and blood forming organs,diseases of blood and blood forming organs,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
288,diseases of white blood cells,diseases of the blood and blood forming organs,diseases of blood and blood forming organs,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
289,other diseases of blood and blood-forming organs,diseases of the blood and blood forming organs,diseases of blood and blood forming organs,"diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism/endocrine, nutritional and metabolic diseases"
290,senile and presenile organic psychotic conditions,mental disorders,organic psychotic conditions,"mental, behavioral and neurodevelopmental disorders"
291,alcoholic psychoses,mental disorders,organic psychotic conditions,"mental, behavioral and neurodevelopmental disorders"
292,drug psychoses,mental disorders,organic psychotic conditions,"mental, behavioral and neurodevelopmental disorders"
293,transient organic psychotic conditions,mental disorders,organic psychotic conditions,"mental, behavioral and neurodevelopmental disorders"
294,other organic psychotic conditions (chronic),mental disorders,organic psychotic conditions,"mental, behavioral and neurodevelopmental disorders"
295,schizophrenic psychoses,mental disorders,other psychoses,"mental, behavioral and neurodevelopmental disorders"
296,affective psychoses,mental disorders,other psychoses,"mental, behavioral and neurodevelopmental disorders"
297,paranoid states,mental disorders,other psychoses,"mental, behavioral and neurodevelopmental disorders"
298,other nonorganic psychoses,mental disorders,other psychoses,"mental, behavioral and neurodevelopmental disorders"
299,psychoses with origin specific to childhood,mental disorders,other psychoses,"mental, behavioral and neurodevelopmental disorders"
300,neurotic disorders,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
301,personality disorders,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
302,sexual deviations and disorders,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
303,alcohol dependence syndrome,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
304,drug dependence,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
305,nondependent abuse of drugs,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
306,physiological malfunction arising from mental factors,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
307,special symptoms or syndromes not elsewhere classified,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
308,acute reaction to stress,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
309,adjustment reaction,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
310,specific nonpsychotic mental disorders following organic brain damage,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
311,"depressive disorder, not elsewhere classified",mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
312,disturbance of conduct not elsewhere classified,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
