code,description,category,subcategory,commoncat,description_clean,icd10subcategory,MatchStage,MatchedBDescription
179,"malignant neoplasm of uterus, part unspecified",neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of uterus part unspecified,malignant neoplasms of female genital organs,skipped_subcategory,"malignant neoplasm of uterus, part unspecified"
180,malignant neoplasm of cervix uteri,neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of cervix uteri,malignant neoplasms of female genital organs,skipped_subcategory,malignant neoplasm of cervix uteri
181,malignant neoplasm of placenta,neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of placenta,malignant neoplasms of female genital organs,skipped_subcategory,malignant neoplasm of placenta
182,malignant neoplasm of body of uterus,neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of body of uterus,malignant neoplasms of female genital organs,skipped_subcategory,"malignant neoplasm of uterus, part unspecified"
183,malignant neoplasm of ovary and other uterine adnexa,neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of ovary and other uterine adnexa,malignant neoplasms of female genital organs,skipped_subcategory,malignant neoplasm of ovary
184,malignant neoplasm of other and unspecified female genital organs,neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of other and unspecified female genital organs,malignant neoplasms of female genital organs,skipped_subcategory,malignant neoplasm of other and unspecified female genital organs
185,malignant neoplasm of prostate,neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of prostate,malignant neoplasms of male genital organs,skipped_subcategory,malignant neoplasm of prostate
186,malignant neoplasm of testis,neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of testis,malignant neoplasms of male genital organs,skipped_subcategory,malignant neoplasm of testis
187,malignant neoplasm of penis and other male genital organs,neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of penis and other male genital organs,malignant neoplasms of male genital organs,skipped_subcategory,malignant neoplasm of penis
188,malignant neoplasm of bladder,neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of bladder,malignant neoplasms of urinary tract,skipped_subcategory,malignant neoplasm of bladder
189,malignant neoplasm of kidney and other and unspecified urinary organs,neoplasms,malignant neoplasm of genitourinary organs,neoplasms,malignant neoplasm of kidney and other and unspecified urinary organs,malignant neoplasms of urinary tract,skipped_subcategory,malignant neoplasm of other and unspecified urinary organs
190,malignant neoplasm of eye,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms,malignant neoplasm of eye,"malignant neoplasms of ill-defined, other secondary and unspecified sites",subcategory,
191,malignant neoplasm of brain,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms,malignant neoplasm of brain,"malignant neoplasms of ill-defined, other secondary and unspecified sites",subcategory,
192,malignant neoplasm of other and unspecified parts of nervous system,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms,malignant neoplasm of other and unspecified parts of nervous system,"malignant neoplasms of ill-defined, other secondary and unspecified sites",subcategory,
193,malignant neoplasm of thyroid gland,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms,malignant neoplasm of thyroid gland,"malignant neoplasms of ill-defined, other secondary and unspecified sites",subcategory,
194,malignant neoplasm of other endocrine glands and related structures,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms,malignant neoplasm of other endocrine glands and related structures,"malignant neoplasms of ill-defined, other secondary and unspecified sites",subcategory,
195,malignant neoplasm of other and ill-defined sites,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms,malignant neoplasm of other and illdefined sites,"malignant neoplasms of ill-defined, other secondary and unspecified sites",subcategory,
196,secondary and unspecified malignant neoplasm of lymph nodes,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms,secondary and unspecified malignant neoplasm of lymph nodes,"malignant neoplasms of ill-defined, other secondary and unspecified sites",subcategory,
197,secondary malignant neoplasm of respiratory and digestive systems,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms,secondary malignant neoplasm of respiratory and digestive systems,"malignant neoplasms of ill-defined, other secondary and unspecified sites",subcategory,
198,secondary malignant neoplasm of other specified sites,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms,secondary malignant neoplasm of other specified sites,"malignant neoplasms of ill-defined, other secondary and unspecified sites",subcategory,
199,malignant neoplasm without specification of site,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms,malignant neoplasm without specification of site,"malignant neoplasms of ill-defined, other secondary and unspecified sites",subcategory,
200,lymphosarcoma and reticulosarcoma,neoplasms,malignant neoplasm of lymphatic and haematopoietic tissue,neoplasms,lymphosarcoma and reticulosarcoma,"malignant neoplasms of lymphoid, hematopoietic and related tissue",subcategory,
201,hodgkin's disease,neoplasms,malignant neoplasm of lymphatic and haematopoietic tissue,neoplasms,hodgkins disease,"malignant neoplasms of lymphoid, hematopoietic and related tissue",subcategory,
202,other malignant neoplasm of lymphoid and histiocytic tissue,neoplasms,malignant neoplasm of lymphatic and haematopoietic tissue,neoplasms,other malignant neoplasm of lymphoid and histiocytic tissue,"malignant neoplasms of lymphoid, hematopoietic and related tissue",subcategory,
203,multiple myeloma and immunoproliferative neoplasms,neoplasms,malignant neoplasm of lymphatic and haematopoietic tissue,neoplasms,multiple myeloma and immunoproliferative neoplasms,"malignant neoplasms of lymphoid, hematopoietic and related tissue",subcategory,
204,lymphoid leukaemia,neoplasms,malignant neoplasm of lymphatic and haematopoietic tissue,neoplasms,lymphoid leukaemia,"malignant neoplasms of lymphoid, hematopoietic and related tissue",subcategory,
205,myeloid leukaemia,neoplasms,malignant neoplasm of lymphatic and haematopoietic tissue,neoplasms,myeloid leukaemia,"malignant neoplasms of lymphoid, hematopoietic and related tissue",subcategory,
206,monocytic leukaemia,neoplasms,malignant neoplasm of lymphatic and haematopoietic tissue,neoplasms,monocytic leukaemia,"malignant neoplasms of lymphoid, hematopoietic and related tissue",subcategory,
207,other specified leukaemia,neoplasms,malignant neoplasm of lymphatic and haematopoietic tissue,neoplasms,other specified leukaemia,"malignant neoplasms of lymphoid, hematopoietic and related tissue",subcategory,
208,leukaemia of unspecified cell type,neoplasms,malignant neoplasm of lymphatic and haematopoietic tissue,neoplasms,leukaemia of unspecified cell type,"malignant neoplasms of lymphoid, hematopoietic and related tissue",subcategory,
210,"benign neoplasm of lip, oral cavity and pharynx",neoplasms,benign neoplasm,neoplasms,benign neoplasm of lip oral cavity and pharynx,"malignant neoplasms of lip, oral cavity and pharynx",skipped_subcategory,"malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
211,benign neoplasm of other parts of digestive system,neoplasms,benign neoplasm,neoplasms,benign neoplasm of other parts of digestive system,"benign neoplasms, except benign neuroendocrine tumors",skipped_subcategory,benign neoplasm of other and ill-defined parts of digestive system
212,benign neoplasm of respiratory and intrathoracic organs,neoplasms,benign neoplasm,neoplasms,benign neoplasm of respiratory and intrathoracic organs,malignant neoplasms of respiratory and intrathoracic organs,skipped_subcategory,malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs
213,benign neoplasm of bone and articular cartilage,neoplasms,benign neoplasm,neoplasms,benign neoplasm of bone and articular cartilage,"benign neoplasms, except benign neuroendocrine tumors",skipped_subcategory,benign neoplasm of bone and articular cartilage
